ACQ_CHARTAGENT,ACQ_CLASS_TYPE_DESC,ACQ_CNTYNAME,ACQ_CNTYNUM,ACQ_FDICREGION,ACQ_FDICREGION_DESC,ACQ_INSTNAME,ACQ_ORGTYPE_NUM,ACQ_ORG_EFF_DTE,ACQ_PADDR,ACQ_PCITY,ACQ_PSTALP,ACQ_PSTNUM,ACQ_PZIP5,ACQ_PZIPREST,ACQ_REGAGENT,CHANGECODE_DESC_LONG,EFFDATE,EFFYEAR,OUT_CNTYNAME,OUT_CNTYNUM,OUT_FDICREGION,OUT_FDICREGION_DESC,OUT_INSTNAME,OUT_ORGTYPE_NUM,OUT_PADDR,OUT_PCITY,OUT_PSTALP,OUT_PSTNUM,OUT_PZIP5,OUT_PZIPREST,OUT_REGAGENT,PROCYEAR,PSTALP,REGAGENT,SUR_CHARTAGENT,SUR_CNTYNAME,SUR_CNTYNUM,SUR_FDICREGION,SUR_FDICREGION_DESC,SUR_CNTYNUM,SUR_MADDR,SUR_MCITY,SUR_MSTALP,SUR_MSTATE,SUR_MZIP5,SUR_ORGTYPE_NUM,SUR_INSTNAME,SUR_PADDR,SUR_PCITY,SUR_PSTALP,SUR_PSTNUM,SUR_PZIP5,SUR_PZIPREST,SUR_REGAGENT,
STATE,Commercial,INDIANA,63,2,NEW YORK,First Commonwealth Bank,10,2016-12-05T00:00:00,600 PHILADELPHIA STREET,INDIANA,PA,42,15701,0,FDIC,"Merged and became part of First Commonwealth Bank (7468) in Indiana, PA. ",2017-04-03T00:00:00,2017,DELAWARE,41,9,CHICAGO,The Delaware County Bank and Trust Company,10,110 RIVERBEND AVENUE,LEWIS CENTER,OH,39,43035,0,FDIC,2017,PA,FDIC,STATE,INDIANA,63,2,NEW YORK,First Commonwealth Bank,P.O. BOX 400,INDIANA,PA,PENNSYLVANIA,15701,10,First Commonwealth Bank,600 PHILADELPHIA STREET,INDIANA,PA,42,15701,0,FDIC,
OCC,Commercial,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",10,2015-07-24T00:00:00,1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,"Merged and became part of CenterState Bank of Florida, National Association (33555) in Winter Haven, FL. ",2017-04-01T00:00:00,2017,HILLSBOROUGH,57,5,ATLANTA,Platinum Bank,10,802 WEST LUMSDEN ROAD,BRANDON,FL,12,33511,0,FDIC,2017,FL,OCC,OCC,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",1101 1st St S,Winter Haven,FL,FLORIDA,33880,10,"CenterState Bank of Florida, National Association",1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,
STATE,Commercial,CLINTON,49,11,KANSAS CITY,Goppert Financial Bank,10,2008-10-01T00:00:00,710 OAK STREET,LATHROP,MO,29,64465,0,FDIC,"Merged and became part of Goppert Financial Bank (8569) in Lathrop, MO. ",2017-03-25T00:00:00,2017,CASS,37,11,KANSAS CITY,The Pleasant Hill Bank,10,101 SOUTH HIGHWAY 7,PLEASANT HILL,MO,29,64080,0,FDIC,2017,MO,FDIC,STATE,CLINTON,49,11,KANSAS CITY,Goppert Financial Bank,P.O. BOX  606,LATHROP,MO,MISSOURI,64465,10,Goppert Financial Bank,710 OAK STREET,LATHROP,MO,29,64465,0,FDIC,
OCC,Commercial,FAIRFIELD,1,2,NEW YORK,"People's United Bank, National Association",10,2015-02-23T00:00:00,850 MAIN STREET,BRIDGEPORT,CT,9,6604,0,OCC,"Merged and became part of People's United Bank, National Association (27334) in Bridgeport, CT. ",2017-04-01T00:00:00,2017,SUFFOLK,103,2,NEW YORK,The Suffolk County National Bank of Riverhead,10,6 WEST 2ND STREET,RIVERHEAD,NY,36,11901,0,OCC,2017,CT,OCC,OCC,FAIRFIELD,1,2,NEW YORK,"People's United Bank, National Association",P.O. BOX 1580,BRIDGEPORT,CT,CONNECTICUT,6601,10,"People's United Bank, National Association",850 MAIN STREET,BRIDGEPORT,CT,9,6604,0,OCC,
STATE,Savings,MIDDLESEX,17,2,NEW YORK,Main Street Bank,115,2017-04-01T00:00:00,81 GRANGER BOULEVARD,MARLBOROUGH,MA,25,1752,0,FDIC,"Merged and became part of Main Street Bank (90235) in Marlborough, MA. ",2017-04-01T00:00:00,2017,MIDDLESEX,17,2,NEW YORK,North Middlesex Savings Bank,110,7 MAIN STREET,AYER,MA,25,1432,0,FDIC,2017,MA,FDIC,STATE,MIDDLESEX,17,2,NEW YORK,Main Street Bank,164-166 MAIN STREET,MARLBOROUGH,MA,MASSACHUSETTS,1752,115,Main Street Bank,81 GRANGER BOULEVARD,MARLBOROUGH,MA,25,1752,0,FDIC,
STATE,Commercial,HENRICO,87,5,ATLANTA,Virginia Commonwealth Bank,10,2017-04-01T00:00:00,"1801 BAYBERRY COURT, SUITE 101",RICHMOND,VA,51,23226,0,FED,"Merged and became part of Virginia Commonwealth Bank (11200) in Richmond, VA. ",2017-04-01T00:00:00,2017,PETERSBURG CITY,730,5,ATLANTA,Virginia Commonwealth Bank,10,1965 WAKEFIELD AVE,PETERSBURG,VA,51,23805,2113,FED,2017,VA,FED,STATE,HENRICO,87,5,ATLANTA,Virginia Commonwealth Bank,P.O. BOX 17310,RICHMOND,VA,VIRGINIA,23226,10,Virginia Commonwealth Bank,"1801 BAYBERRY COURT, SUITE 101",RICHMOND,VA,51,23226,0,FED,
STATE,Savings,PLYMOUTH,23,2,NEW YORK,Abington Bank,130,2008-10-21T00:00:00,6 HARRISON AVENUE,ABINGTON,MA,25,2351,0,FED,"Merged and became part of Abington Bank (26549) in Abington, MA. ",2017-04-01T00:00:00,2017,NORFOLK,21,2,NEW YORK,Holbrook Co-operative Bank,130,95 NORTH FRANKLIN STREET,HOLBROOK,MA,25,2343,0,FDIC,2017,MA,FED,STATE,PLYMOUTH,23,2,NEW YORK,Abington Bank,6 HARRISON AVENUE,NORTH ABINGTON,MA,MASSACHUSETTS,2351,130,Abington Bank,6 HARRISON AVENUE,ABINGTON,MA,25,2351,0,FED,
STATE,Commercial,MARSHALL,95,5,ATLANTA,Peoples Independent Bank,10,2011-02-24T00:00:00,121 BILLY B. DYAR BOULEVARD,BOAZ,AL,1,35957,0,FDIC,"Merged and became part of Peoples Independent Bank (27233) in Boaz, AL. ",2017-04-01T00:00:00,2017,DE KALB,49,5,ATLANTA,Horizon Bank,10,1167 MAIN ST,FYFFE,AL,1,35971,0,FDIC,2017,AL,FDIC,STATE,MARSHALL,95,5,ATLANTA,Peoples Independent Bank,P.O. BOX 669,BOAZ,AL,ALABAMA,35957,10,Peoples Independent Bank,121 BILLY B. DYAR BOULEVARD,BOAZ,AL,1,35957,0,FDIC,
STATE,Commercial,COLLIN,85,13,DALLAS,Independent Bank,10,2012-06-20T00:00:00,3090 CRAIG DRIVE,MCKINNEY,TX,48,75070,0,FDIC,"Merged and became part of Independent Bank (3076) in Mckinney, TX. ",2017-04-01T00:00:00,2017,DENTON,121,13,DALLAS,Northstar Bank,10,400 NORTH CARROLL,DENTON,TX,48,76201,9011,FED,2017,TX,FDIC,STATE,COLLIN,85,13,DALLAS,Independent Bank,Po Box 3035,Mc Kinney,TX,TEXAS,75070,10,Independent Bank,3090 CRAIG DRIVE,MCKINNEY,TX,48,75070,0,FDIC,
STATE,Commercial,DODGE,53,11,KANSAS CITY,Farmers State Bank,10,2016-05-23T00:00:00,355 2ND ST,DODGE,NE,31,68633,0,FDIC,"Merged and became part of Farmers State Bank (16116) in Dodge, NE. ",2017-03-24T00:00:00,2017,BOYD,15,11,KANSAS CITY,"Farmers State Bank, Spencer",10,101 N THAYER ST,SPENCER,NE,31,68777,0,FDIC,2017,NE,FDIC,STATE,DODGE,53,11,KANSAS CITY,Farmers State Bank,P.O. BOX  67,DODGE,NE,NEBRASKA,68633,10,Farmers State Bank,355 2ND ST,DODGE,NE,31,68633,0,FDIC,
STATE,Commercial,ORANGE,59,14,SAN FRANCISCO,Pacific Premier Bank,10,2016-02-01T00:00:00,17901 VON KARMAN AVE SUITE 1200,IRVINE,CA,6,92614,0,FED,"Merged and became part of Pacific Premier Bank (32172) in Irvine, CA. ",2017-04-01T00:00:00,2017,SAN LUIS OBISPO,79,14,SAN FRANCISCO,Heritage Oaks Bank,10,1222 VINE STREET,PASO ROBLES,CA,6,93446,0,FDIC,2017,CA,FED,STATE,ORANGE,59,14,SAN FRANCISCO,Pacific Premier Bank,17901 Von Karman Ave,Irvine,CA,CALIFORNIA,92614,10,Pacific Premier Bank,17901 VON KARMAN AVE SUITE 1200,IRVINE,CA,6,92614,0,FED,
OCC,Commercial,FAIRFAX,59,5,ATLANTA,Access National Bank,10,2006-03-31T00:00:00,"1800 ROBERT FULTON DRIVE, SUITE 310",RESTON,VA,51,20191,0,OCC,"Merged and became part of Access National Bank (35189) in Reston, VA. ",2017-04-01T00:00:00,2017,LOUDOUN,107,5,ATLANTA,The Middleburg Bank,10,111 WEST WASHINGTON STREET,MIDDLEBURG,VA,51,20117,0,FED,2017,VA,OCC,OCC,FAIRFAX,59,5,ATLANTA,Access National Bank,1800 ROBERT FULTON DRIVE,RESTON,VA,VIRGINIA,20191,10,Access National Bank,"1800 ROBERT FULTON DRIVE, SUITE 310",RESTON,VA,51,20191,0,OCC,
STATE,Commercial,LAMB,279,13,DALLAS,AIMBank,10,2015-01-23T00:00:00,337 PHELPS AVENUE,LITTLEFIELD,TX,48,79339,0,FDIC,"Merged and became part of AIMBank (3304) in Littlefield, TX. ",2017-04-08T00:00:00,2017,BAILEY,17,13,DALLAS,Muleshoe State Bank,10,101 WEST AMERICAN BOULEVARD,MULESHOE,TX,48,79347,0,FDIC,2017,TX,FDIC,STATE,LAMB,279,13,DALLAS,AIMBank,337 PHELPS AVENUE,LITTLEFIELD,TX,TEXAS,79339,10,AIMBank,337 PHELPS AVENUE,LITTLEFIELD,TX,48,79339,0,FDIC,
STATE,Commercial,HARDY,31,5,ATLANTA,"Summit Community Bank, Inc",10,2016-10-01T00:00:00,300 NORTH MAIN STREET,MOOREFIELD,WV,54,26836,0,FDIC,"Merged and became part of Summit Community Bank, Inc (34102) in Moorefield, WV. ",2017-04-01T00:00:00,2017,MERCER,55,5,ATLANTA,"First Century Bank, Inc.",10,500 FEDERAL STREET,BLUEFIELD,WV,54,24701,0,FED,2017,WV,FDIC,STATE,HARDY,31,5,ATLANTA,"Summit Community Bank, Inc",300 NORTH MAIN STREET,MOOREFIELD,WV,WEST VIRGINIA,26836,10,"Summit Community Bank, Inc",300 NORTH MAIN STREET,MOOREFIELD,WV,54,26836,0,FDIC,
OCC,Commercial,HINDS,49,13,DALLAS,Trustmark National Bank,10,2013-09-11T00:00:00,248 EAST CAPITOL STREET,JACKSON,MS,28,39201,0,OCC,"Merged and became part of Trustmark National Bank (4988) in Jackson, MS. ",2017-04-07T00:00:00,2017,LIMESTONE,83,5,ATLANTA,Reliance Bank,10,112 NORTH JEFFERSON STREET,ATHENS,AL,1,35611,0,FDIC,2017,MS,OCC,OCC,HINDS,49,13,DALLAS,Trustmark National Bank,P.O. BOX  291,JACKSON,MS,MISSISSIPPI,39205,10,Trustmark National Bank,248 EAST CAPITOL STREET,JACKSON,MS,28,39201,0,OCC,
STATE,Savings,WESTMORELAND,129,2,NEW YORK,"Standard Bank, PaSB",115,2016-01-01T00:00:00,4785 OLD WILLIAM PENN HIGHWAY,MURRYSVILLE,PA,42,15668,0,FDIC,"Merged and became part of Standard Bank, PaSB (27757) in Murrysville, PA. ",2017-04-08T00:00:00,2017,ALLEGHENY,3,2,NEW YORK,Allegheny Valley Bank of Pittsburgh,10,5137 BUTLER STREET,PITTSBURGH,PA,42,15201,0,FDIC,2017,PA,FDIC,STATE,WESTMORELAND,129,2,NEW YORK,"Standard Bank, PaSB",4785 Old William Penn Hwy,Murrysville,PA,PENNSYLVANIA,15668,115,"Standard Bank, PaSB",4785 OLD WILLIAM PENN HIGHWAY,MURRYSVILLE,PA,42,15668,0,FDIC,
STATE,Commercial,JOHNSON,251,11,KANSAS CITY,Pinnacle Bank,10,2009-02-21T00:00:00,309 SOUTH OLD BETSY ROAD,KEENE,TX,48,76059,0,FDIC,"Merged and became part of Pinnacle Bank (20231) in Keene, TX. ",2017-04-08T00:00:00,2017,TARRANT,439,13,DALLAS,Woodhaven  Bank,10,6750 BRIDGE STREET,FORT WORTH,TX,48,76112,0,FDIC,2017,TX,FDIC,STATE,JOHNSON,251,11,KANSAS CITY,Pinnacle Bank,P.O. BOX  2668,FORT WORTH,TX,TEXAS,76113,10,Pinnacle Bank,309 SOUTH OLD BETSY ROAD,KEENE,TX,48,76059,0,FDIC,
OCC,Commercial,DICKINSON,43,9,CHICAGO,"Northern Interstate Bank, N. A.",10,2017-04-01T00:00:00,501 WEST US 2,NORWAY,MI,26,49870,0,OCC,"Merged and became part of Northern Interstate Bank, N. A. (13784) in Norway, MI. ",2017-04-01T00:00:00,2017,IRON,71,9,CHICAGO,First National Bank of Crystal Falls,10,125 SUPERIOR AVENUE,CRYSTAL FALLS,MI,26,49920,0,OCC,2017,MI,OCC,OCC,DICKINSON,43,9,CHICAGO,"Northern Interstate Bank, N. A.",P. O. BOX 218,NORWAY,MI,MICHIGAN,49870,10,"Northern Interstate Bank, N. A.",501 WEST US 2,NORWAY,MI,26,49870,0,OCC,
STATE,Commercial,FAIRFAX CITY,600,5,ATLANTA,United Bank,10,2007-03-31T00:00:00,11185 MAIN STREET,FAIRFAX,VA,51,22030,0,FED,"Merged and became part of United Bank (22858) in Fairfax, VA. ",2017-04-22T00:00:00,2017,FAIRFAX,59,5,ATLANTA,Cardinal Bank,10,8270 GREENSBORO DR. SUITE 500,MCLEAN,VA,51,22102,0,FDIC,2017,VA,FED,STATE,FAIRFAX CITY,600,5,ATLANTA,United Bank,"2071 CHAIN BRIDGE ROAD, SUITE 600",VIENNA,VA,VIRGINIA,22182,10,United Bank,11185 MAIN STREET,FAIRFAX,VA,51,22030,0,FED,
STATE,N/A,SHAWNEE,177,11,KANSAS CITY,TOPEKA POST OFFICE CREDIT UNION,140,2013-08-01T00:00:00,400 S KANSAS AVE,TOPEKA,KS,20,66603,3438,NCUA,"Merged and became part of TOPEKA POST OFFICE CREDIT UNION (42562) in Topeka, KS. The successor institution was not FDIC-insured.",2017-05-01T00:00:00,2017,SHAWNEE,177,11,KANSAS CITY,EMPLOYMENT SECURITY EMPLOYEES CREDIT UNION,140,401 SOUTH TOPEKA AVENUE,TOPEKA,KS,20,66603,,NCUA,2017,KS,NCUA,STATE,SHAWNEE,177,11,KANSAS CITY,TOPEKA POST OFFICE CREDIT UNION,400 S KANSAS AVENUE,TOPEKA,KS,KANSAS,66601,140,TOPEKA POST OFFICE CREDIT UNION,"400 SOUTH KANSAS AVENUE, SUITE B",TOPEKA,KS,20,66603,3438,NCUA,
STATE,Commercial,FLATHEAD,29,14,SAN FRANCISCO,Glacier Bank,10,2017-05-01T00:00:00,49 COMMONS LOOP,KALISPELL,MT,30,59901,2679,FDIC,"Merged and became part of Glacier Bank (30788) in Kalispell, MT. ",2017-05-01T00:00:00,2017,YUMA,27,14,SAN FRANCISCO,The Foothills Bank,10,11689 SOUTH FOOTHILLS BOULEVARD,YUMA,AZ,4,85367,0,FDIC,2017,MT,FDIC,STATE,FLATHEAD,29,14,SAN FRANCISCO,Glacier Bank,P O  BOX  27,KALISPELL,MT,MONTANA,59901,10,Glacier Bank,49 COMMONS LOOP,KALISPELL,MT,30,59901,2679,FDIC,
STATE,Commercial,CONTRA COSTA,13,14,SAN FRANCISCO,United Business Bank,10,2017-04-29T00:00:00,500 YGNACIO VALLEY ROAD SUITE 200,WALNUT CREEK,CA,6,94596,0,FED,"Merged and became part of United Business Bank (57716) in Walnut Creek, CA. ",2017-04-29T00:00:00,2017,ALAMEDA,1,14,SAN FRANCISCO,"UNITED BUSINESS BANK, F.S.B.",115,"100 HEGENBERGER ROAD, SUITE 110",OAKLAND,CA,6,94621,0,OCC,2017,CA,FED,STATE,CONTRA COSTA,13,14,SAN FRANCISCO,United Business Bank,"500 YGNACIO VALLEY ROAD, SUITE 200",WALNUT CREEK,CA,CALIFORNIA,94596,10,United Business Bank,500 YGNACIO VALLEY ROAD SUITE 200,WALNUT CREEK,CA,6,94596,0,FED,
OCC,Commercial,EL PASO,41,11,KANSAS CITY,"Academy Bank, National Association",10,2015-06-19T00:00:00,2835 BRIARGATE BOULEVARD,COLORADO SPRINGS,CO,8,80920,0,OCC,"Merged and became part of Academy Bank, National Association (19600) in Colorado Springs, CO. ",2017-04-28T00:00:00,2017,JOHNSON,91,11,KANSAS CITY,Merit Bank,10,10000 COLLEGE BOULEVARD,OVERLAND PARK,KS,20,66210,0,FDIC,2017,CO,OCC,OCC,EL PASO,41,11,KANSAS CITY,"Academy Bank, National Association",P. O. BOX 26458,KANSAS CITY,MO,MISSOURI,64196,10,"Academy Bank, National Association",2835 BRIARGATE BOULEVARD,COLORADO SPRINGS,CO,8,80920,0,OCC,
STATE,N/A,COOK,31,16,COMPLEX FINANCIAL INSTITUTIONS,"Northern Trust Investments, Inc",310,2010-12-30T00:00:00,50 SOUTH LASALLE STREET,CHICAGO,IL,17,60675,0,STATE,"Merged and became part of Northern Trust Investments, Inc (27591) in Chicago, IL. The successor institution was not FDIC-insured.",2014-01-01T00:00:00,2014,FAIRFIELD,1,2,NEW YORK,Northern Trust Company of Connecticut,310,29 FEDERAL STREET,STAMFORD,CT,9,6901,0,STATE,2017,IL,STATE,STATE,COOK,31,16,COMPLEX FINANCIAL INSTITUTIONS,"Northern Trust Investments, Inc",50 SOUTH LASALLE STREET,CHICAGO,IL,ILLINOIS,60675,310,"Northern Trust Investments, Inc",50 SOUTH LASALLE STREET,CHICAGO,IL,17,60675,0,STATE,
STATE,Savings,COOK,31,9,CHICAGO,Hoyne Savings Bank,110,2006-03-31T00:00:00,4786 MILWAUKEE AVENUE,CHICAGO,IL,17,60630,0,FDIC,"Merged and became part of Hoyne Savings Bank (28747) in Chicago, IL. ",2017-04-22T00:00:00,2017,COOK,31,9,CHICAGO,Prospect Federal Savings Bank,110,11139 SOUTH HARLEM AVENUE,WORTH,IL,17,60482,0,OCC,2017,IL,FDIC,STATE,COOK,31,9,CHICAGO,Hoyne Savings Bank,4786 MILWAUKEE AVENUE,CHICAGO,IL,ILLINOIS,60630,110,Hoyne Savings Bank,4786 MILWAUKEE AVENUE,CHICAGO,IL,17,60630,0,FDIC,
OCC,Commercial,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",10,2017-05-01T00:00:00,1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,"Merged and became part of CenterState Bank of Florida, National Association (33555) in Winter Haven, FL. ",2017-05-01T00:00:00,2017,VOLUSIA,127,5,ATLANTA,Gateway Bank of Florida,10,1950 WEST INTERNATIONAL SPEEDWAY BOULEVARD,DAYTONA BEACH,FL,12,32114,0,FDIC,2017,FL,OCC,OCC,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",1101 1st St S,Winter Haven,FL,FLORIDA,33880,10,"CenterState Bank of Florida, National Association",1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,
OCC,Commercial,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",10,2017-05-01T00:00:00,1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,"Merged and became part of CenterState Bank of Florida, National Association (33555) in Winter Haven, FL. ",2017-05-01T00:00:00,2017,MARION,83,5,ATLANTA,Gateway Bank of Central Florida,10,1632 EAST SILVER SPRINGS BOULEVARD,OCALA,FL,12,34470,9145,FDIC,2017,FL,OCC,OCC,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",1101 1st St S,Winter Haven,FL,FLORIDA,33880,10,"CenterState Bank of Florida, National Association",1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,
OCC,Commercial,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",10,2015-07-24T00:00:00,1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,"Merged and became part of CenterState Bank of Florida, National Association (33555) in Winter Haven, FL. ",2017-05-01T00:00:00,2017,SARASOTA,115,5,ATLANTA,Gateway Bank of Southwest Florida,10,1100 S. TAMIAMI TRAIL,SARASOTA,FL,12,34236,0,FDIC,2017,FL,OCC,OCC,POLK,105,5,ATLANTA,"CenterState Bank of Florida, National Association",1101 1st St S,Winter Haven,FL,FLORIDA,33880,10,"CenterState Bank of Florida, National Association",1101 FIRST STREET SOUTH,WINTER HAVEN,FL,12,33880,0,OCC,
OCC,Commercial,ARMSTRONG,5,2,NEW YORK,"NEXTIER BANK, NATIONAL ASSOCIATION",10,2014-10-01T00:00:00,222 MARKET STREET,KITTANNING,PA,42,16201,0,OCC,"Merged and became part of NEXTIER BANK, NATIONAL ASSOCIATION (7900) in Kittanning, PA. ",2017-04-30T00:00:00,2017,WESTMORELAND,129,2,NEW YORK,Manor Bank,10,83 RACE STREET,MANOR,PA,42,15665,0,FDIC,2017,PA,OCC,OCC,ARMSTRONG,5,2,NEW YORK,"NEXTIER BANK, NATIONAL ASSOCIATION",P.O. BOX 958,KITTANNING,PA,PENNSYLVANIA,16201,10,"NEXTIER BANK, NATIONAL ASSOCIATION",222 MARKET STREET,KITTANNING,PA,42,16201,0,OCC,
NCUA,N/A,ELMORE,39,14,SAN FRANCISCO,PIONEER FEDERAL CREDIT UNION,140,2012-04-27T00:00:00,250 WEST 3RD SOUTH,MOUNTAIN HOME,ID,16,83647,0,NCUA,"Merged and became part of PIONEER FEDERAL CREDIT UNION (57319) in Mountain Home, ID. The successor institution was not FDIC-insured.",2016-06-01T00:00:00,2016,CANYON,27,14,SAN FRANCISCO,Cornerstone Credit Union,140,416 SOUTH KIMBALL AVENUE,CALDWELL,ID,16,83605,0,NCUA,2017,ID,NCUA,NCUA,ELMORE,39,14,SAN FRANCISCO,PIONEER FEDERAL CREDIT UNION,250 WEST 3RD SOUTH,MOUNTAIN HOME,ID,IDAHO,83647,140,PIONEER FEDERAL CREDIT UNION,250 WEST 3RD SOUTH,MOUNTAIN HOME,ID,16,83647,0,NCUA,
STATE,Commercial,DOUGLAS,55,11,KANSAS CITY,Access Bank,10,2012-12-17T00:00:00,8712 WEST DODGE ROAD,OMAHA,NE,31,68114,0,FDIC,"Merged and became part of Access Bank (58727) in Omaha, NE. ",2017-05-06T00:00:00,2017,SARPY,153,11,KANSAS CITY,Bank of Nebraska,10,7223 SOUTH 84TH STREET,LA VISTA,NE,31,68128,0,FDIC,2017,NE,FDIC,STATE,DOUGLAS,55,11,KANSAS CITY,Access Bank,P. O. BOX 24208,OMAHA,NE,NEBRASKA,68124,10,Access Bank,8712 WEST DODGE ROAD,OMAHA,NE,31,68114,0,FDIC,
STATE,Commercial,FAULKNER,45,13,DALLAS,Centennial Bank,10,2012-12-01T00:00:00,620 CHESTNUT STREET,CONWAY,AR,5,72032,0,FED,"Merged and became part of Centennial Bank (11241) in Conway, AR. ",2014-02-26T00:00:00,2014,FAULKNER,45,13,DALLAS,Centennial Trust Company,310,"1445 HOGAN LANE, SUITE 1",CONWAY,AR,5,72034,0,FED,2017,AR,FED,STATE,FAULKNER,45,13,DALLAS,Centennial Bank,P.O. BOX 966,CONWAY,AR,ARKANSAS,72032,10,Centennial Bank,620 CHESTNUT STREET,CONWAY,AR,5,72032,0,FED,
OCC,Commercial,ST. LAWRENCE,89,2,NEW YORK,"Community Bank, National Association",10,2015-12-04T00:00:00,45-49 COURT STREET,CANTON,NY,36,13617,0,OCC,"Merged and became part of Community Bank, National Association (6989) in Canton, NY. ",2017-05-12T00:00:00,2017,CHITTENDEN,7,2,NEW YORK,Merchants Bank,10,275 KENNEDY DRIVE,SOUTH BURLINGTON,VT,50,5403,0,FDIC,2017,NY,OCC,OCC,ST. LAWRENCE,89,2,NEW YORK,"Community Bank, National Association",5790 WIDEWATERS PARKWAY,DEWITT,NY,NEW YORK,13214,10,"Community Bank, National Association",45-49 COURT STREET,CANTON,NY,36,13617,0,OCC,
STATE,Commercial,PLYMOUTH,23,2,NEW YORK,Rockland Trust Company,10,2017-05-12T00:00:00,288 UNION STREET,ROCKLAND,MA,25,2370,0,FDIC,"Merged and became part of Rockland Trust Company (9712) in Rockland, MA. ",2017-05-12T00:00:00,2017,DUKES,7,2,NEW YORK,The Edgartown National Bank,10,2 SOUTH WATER STREET,EDGARTOWN,MA,25,2539,0,OCC,2017,MA,FDIC,STATE,PLYMOUTH,23,2,NEW YORK,Rockland Trust Company,288 UNION STREET,ROCKLAND,MA,MASSACHUSETTS,2370,10,Rockland Trust Company,288 UNION STREET,ROCKLAND,MA,25,2370,0,FDIC,
STATE,Commercial,WADENA,159,11,KANSAS CITY,Wadena State Bank,10,2012-01-01T00:00:00,"304 1ST STREET, SOUTHEAST",WADENA,MN,27,56482,0,FED,"Merged and became part of Wadena State Bank (13430) in Wadena, MN. ",2017-05-13T00:00:00,2017,WADENA,159,11,KANSAS CITY,The First National Bank in Wadena,10,"25 BRYANT AVENUE, S.W.",WADENA,MN,27,56482,0,OCC,2017,MN,FED,STATE,WADENA,159,11,KANSAS CITY,Wadena State Bank,304 FIRST STREET SOUTHEAST,WADENA,MN,MINNESOTA,56482,10,Wadena State Bank,"304 1ST STREET, SOUTHEAST",WADENA,MN,27,56482,0,FED,
STATE,N/A,SHELBY,157,13,DALLAS,First South Financial Credit Union,140,2010-10-01T00:00:00,6471 STAGE RD STE 200,BARTLETT,TN,47,38134,0,NCUA,"Merged and became part of First South Financial Credit Union (48306) in Bartlett, TN. The successor institution was not FDIC-insured.",2011-12-01T00:00:00,2011,DYER,45,13,DALLAS,DYERSBURG CREDIT UNION,140,230 COMMUNITY PARK ROAD,DYERSBURG,TN,47,38024,0,NCUA,2017,TN,NCUA,STATE,SHELBY,157,13,DALLAS,First South Financial Credit Union,6471 STAGE ROAD,BARTLETT,TN,TENNESSEE,38054,140,First South Financial Credit Union,6471 STAGE RD STE 200,BARTLETT,TN,47,38134,0,NCUA,
STATE,Commercial,DANE,25,9,CHICAGO,First Business Bank,10,2006-03-31T00:00:00,401 CHARMANY DRIVE,MADISON,WI,55,53719,0,FDIC,"Merged and became part of First Business Bank (15229) in Madison, WI. ",2017-06-01T00:00:00,2017,JOHNSON,91,9,CHICAGO,Alterra Bank,10,11300 TOMAHAWK CREEK PKWY,LEAWOOD,KS,20,66211,0,FED,2017,WI,FDIC,STATE,DANE,25,9,CHICAGO,First Business Bank,401 CHARMANY DRIVE,MADISON,WI,WISCONSIN,53719,10,First Business Bank,401 CHARMANY DRIVE,MADISON,WI,55,53719,0,FDIC,
STATE,Commercial,WALSH,99,11,KANSAS CITY,First United Bank,10,2006-03-31T00:00:00,503 BRIGGS AVENUE SOUTH,PARK RIVER,ND,38,58270,0,FDIC,"Merged and became part of First United Bank (15472) in Park River, ND. ",2017-05-13T00:00:00,2017,NELSON,63,11,KANSAS CITY,First Financial Bank,10,205 MAIN AVE,ANETA,ND,38,58212,4000,FDIC,2017,ND,FDIC,STATE,WALSH,99,11,KANSAS CITY,First United Bank,P.O. BOX  150,PARK RIVER,ND,NORTH DAKOTA,58270,10,First United Bank,503 BRIGGS AVENUE SOUTH,PARK RIVER,ND,38,58270,0,FDIC,
